"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"1250","22","GO Biological Process","","Positive regulation of transcription by RNA polymerase II","5.04E-6","TBX21|OSM|HGF|RORA|NLRC5|WNT5A|PPARGC1A|PPARG|F2RL1|PPARGC1B|CD28|NLRP3|GATA2|STAT4|TLR9|NR5A2|GATA3|IRF4|SENP1|TNF|HMGA1|AGAP2","55687","17893|17935|18130|17821|18085|17812|17956|18040|17965|17776|18067|17857|17842|17953|18148|17830|17899|18103|18091|18010|17914|18082","7.36E-8","","GO:0045944","0.5297569463554475","0"
"933","19","GO Biological Process","","Negative regulation of developmental process","5.09E-6","TBX21|AMH|RORA|WNT5A|SFRP5|PDE3B|PPARG|CCR2|NOS3|ANGPT2|GATA2|ABCA1|GATA3|XDH|LILRB4|TNF|TRPV4|TRIB3|LDLR","55687","17893|17869|17821|17812|17968|18049|18040|18124|18013|17908|17842|17923|17899|17800|18001|18010|17875|18097|17878","7.5E-8","","GO:0051093","0.5293282217663241","0"
"2540","34","Reactome Pathways","","Signal Transduction","5.26E-6","AMH|HGF|CCR7|KLB|WNT5A|PDE3B|PPARG|NRG1|S100B|CCR2|CCR5|F2RL1|FABP5|NOS3|ADORA2B|CD28|CD86|CCR6|CX3CR1|TLR9|NR5A2|SGK1|ABCA1|PRKCZ|GATA3|NRG4|ADM2|SENP1|TNF|TRIB3|DOCK2|GIPR|CCL5|CCL4","55687","17869|18130|17944|17890|17812|18049|18040|17938|17977|18124|18133|17965|18025|18013|17791|18067|18019|18136|18145|18148|17830|17917|17923|17983|17899|18118|17881|18091|18010|18097|17950|17818|17989|18100","6.91E-9","","HSA-162582","0.527901425584626","0"
"19","5","GO Biological Process","","Thymic T cell selection","5.5E-6","CCR7|CD28|CD3E|GATA3|DOCK2","55687","17944|18067|18151|17899|17950","8.14E-8","","GO:0045061","0.5259637310505756","0"
"567","15","GO Biological Process","","Regulation of system process","5.63E-6","HGF|PPARG|ACE|F2RL1|FABP5|NOS3|ADORA2B|SGK1|CYP2J2|ADA|PRKCZ|ADM2|ACE2|TNF|TRPV4","55687","18130|18040|17896|17965|18025|18013|17791|17917|17986|17926|17983|17881|17887|18010|17875","8.36E-8","","GO:0044057","0.5249491605148654","0"
"6291","57","DISEASES","","Disease","5.79E-6","TBX21|MIF|USP18|RIPK3|AMH|HGF|MPO|CYP27B1|NAPSA|RORA|WNT5A|DNAJC27|PPARGC1A|PPARG|NRG1|ACE|S100B|NCR1|CCR5|MERTK|NOS3|PCSK9|CD248|SLC19A1|SLC2A4|CD28|NLRP3|CCR6|GATA2|NR3C2|CX3CR1|STAT4|DPP4|NR5A2|CARD9|ADA|ABCA1|GATA3|XDH|LY86|SHBG|IRF4|CCM2|ADM2|FITM2|CD8A|ACE2|TNF|TRPV4|MME|DOCK2|AGAP2|LDLR|DUSP14|ABO|TINCR|TLR5","55687","17893|17803|17971|18121|17869|18130|17785|17872|18022|17821|17812|17998|17956|18040|17938|17896|17977|17929|18133|18070|18013|18007|18115|17827|17941|18067|17857|18136|17842|18079|18145|17953|17866|17830|18139|17926|17923|17899|17800|17905|17788|18103|18088|17881|18076|17806|17887|18010|17875|18109|17950|18082|17878|17995|18061|17974|17845","6.3E-9","","DOID:4","0.5237321436272564","0"
"747","17","GO Biological Process","","Positive regulation of protein phosphorylation","5.82E-6","MIF|OSM|RIPK3|HGF|CCR7|WNT5A|PPARG|NRG1|ACE|CD86|CX3CR1|TLR9|CD3E|PRKCZ|TNF|AGAP2|CCL5","55687","17803|17935|18121|18130|17944|17812|18040|17938|17896|18019|18145|18148|18151|17983|18010|18082|17989","8.68E-8","","GO:0001934","0.5235077015350111","0"
"42","6","GO Biological Process","","Regulation of T-helper cell differentiation","6.36E-6","TBX21|CD86|NLRP3|PRKCZ|GATA3|IRF4","55687","17893|18019|17857|17983|17899|18103","9.57E-8","","GO:0045622","0.5196542884351586","0"
"663","16","GO Biological Process","","Regulation of protein kinase activity","6.66E-6","MIF|RIPK3|HGF|CCR7|WNT5A|PPARG|NRG1|ACE|CD86|TLR9|PRKCZ|LILRB4|TNF|TRIB3|AGAP2|CCL5","55687","17803|18121|18130|17944|17812|18040|17938|17896|18019|18148|17983|18001|18010|18097|18082|17989","1.01E-7","","GO:0045859","0.5176525770829699","0"
"861","18","GO Biological Process","","Response to organic cyclic compound","7.83E-6","USP18|AMH|CYP27B1|RORA|PPARG|ACE|CCR5|PPARGC1B|ANGPT2|RORC|NR3C2|TLR9|SGK1|CARD9|ADA|TRPM2|TNF|CCL5","55687","17971|17869|17872|17821|18040|17896|18133|17776|17908|17992|18079|18148|17917|18139|17926|17773|18010|17989","1.19E-7","","GO:0014070","0.5106238237942057","0"
"96","8","KEGG Pathways","","Viral protein interaction with cytokine and cytokine receptor","8.4E-6","CCR7|CCR2|CCR5|CCR6|CX3CR1|TNF|CCL5|CCL4","55687","17944|18124|18133|18136|18145|18010|17989|18100","3.12E-8","","hsa04061","0.5075720713938118","0"
"59","7","KEGG Pathways","","Inflammatory bowel disease","8.4E-6","TBX21|RORA|RORC|STAT4|GATA3|TNF|TLR5","55687","17893|17821|17992|17953|17899|18010|17845","2.5E-8","","hsa05321","0.5075720713938118","0"
"166","9","GO Biological Process","","Regulation of protein kinase B signaling","8.93E-6","OSM|CCR7|SFRP5|NRG1|CD28|CX3CR1|GATA3|XDH|TNF","55687","17935|17944|17968|17938|18067|18145|17899|17800|18010","1.37E-7","","GO:0051896","0.5049148541111453","0"
"284","11","GO Biological Process","","Negative regulation of cytokine production","8.99E-6","TBX21|HGF|CCR7|MERTK|F2RL1|NLRP3|CX3CR1|TLR9|GATA3|LILRB4|TNF","55687","17893|18130|17944|18070|17965|17857|18145|18148|17899|18001|18010","1.38E-7","","GO:0001818","0.5046240308266772","0"
"537","15","UniProt Keywords","","Immunity","9.38E-6","MIF|NLRC5|F2RL1|CD86|NLRP3|TLR9|CD3E|AIM2|CARD9|GATA3|LY86|LILRB4|CD8A|SARM1|TLR5","55687","17803|18085|17965|18019|17857|18148|18151|17962|18139|17899|17905|18001|17806|18058|17845","4.19E-8","","KW-0391","0.5027797161620936","0"
"356","12","GO Biological Process","","Response to virus","9.96E-6","TBX21|RIPK3|NLRC5|F2RL1|NLRP3|TLR9|AIM2|CARD9|GATA3|TNF|CCL5|CCL4","55687","17893|18121|18085|17965|17857|18148|17962|18139|17899|18010|17989|18100","1.54E-7","","GO:0009615","0.5001740661576302","0"
"169","9","GO Biological Process","","Adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","1.02E-5","TBX21|RORA|RORC|CCR6|CARD9|ADA|GATA3|IRF4|CD8A","55687","17893|17821|17992|18136|18139|17926|17899|18103|17806","1.58E-7","","GO:0002460","0.4991399828238082","0"
"79","7","GO Biological Process","","Positive regulation of phosphatidylinositol 3-kinase signaling","1.03E-5","OSM|HGF|F2RL1|CD28|TNF|AGAP2|CCL5","55687","17935|18130|17965|18067|18010|18082|17989","1.6E-7","","GO:0014068","0.4987162775294828","0"
"80","7","GO Biological Process","","Lymphocyte migration","1.11E-5","TBX21|CCR7|CCR2|CCR6|GATA3|CCL5|CCL4","55687","17893|17944|18124|18136|17899|17989|18100","1.73E-7","","GO:0072676","0.49546770212133423","0"
"361","12","GO Biological Process","","Regulation of response to biotic stimulus","1.13E-5","MIF|USP18|NLRC5|WNT5A|PPARG|NCR1|F2RL1|TLR9|AIM2|CARD9|LY86|CCL5","55687","17803|17971|18085|17812|18040|17929|17965|18148|17962|18139|17905|17989","1.78E-7","","GO:0002831","0.494692155651658","0"
"436","13","GO Biological Process","","Reproductive structure development","1.13E-5","AMH|CYP27B1|WNT5A|PPARG|ACE|MERTK|NOS3|GATA2|TLR9|ADA|GATA3|MME|TLR5","55687","17869|17872|17812|18040|17896|18070|18013|17842|18148|17926|17899|18109|17845","1.77E-7","","GO:0048608","0.494692155651658","0"
"57","7","Reactome Pathways","","Chemokine receptors bind chemokines","1.15E-5","CCR7|CCR2|CCR5|CCR6|CX3CR1|CCL5|CCL4","55687","17944|18124|18133|18136|18145|17989|18100","2.01E-8","","HSA-380108","0.4939302159646388","0"
"1935","27","GO Biological Process","","Positive regulation of macromolecule biosynthetic process","1.22E-5","TBX21|OSM|RIPK3|HGF|CCR7|RORA|NLRC5|WNT5A|PPARGC1A|PPARG|F2RL1|PPARGC1B|CD28|RORC|CD86|NLRP3|GATA2|STAT4|TLR9|NR5A2|GATA3|IRF4|SENP1|TNF|HMGA1|AGAP2|CCL5","55687","17893|17935|18121|18130|17944|17821|18085|17812|17956|18040|17965|17776|18067|17992|18019|17857|17842|17953|18148|17830|17899|18103|18091|18010|17914|18082|17989","1.93E-7","","GO:0010557","0.4913640169325252","0"
"403","15","Monarch Phenotype","","Drug use measurement","1.23E-5","CYP27B1|RORA|PPARG|ACE|NOS3|PCSK9|SLC2A4|RORC|STAT4|ABCA1|GATA3|SHBG|IRF4|LDLR|ABO","55687","17872|17821|18040|17896|18013|18007|17941|17992|17953|17923|17899|17788|18103|17878|18061","1.01E-9","","EFO:0007010","0.4910094888560602","0"
"82","7","GO Biological Process","","Chemokine-mediated signaling pathway","1.27E-5","CCR7|CCR2|CCR5|CCR6|CX3CR1|CCL5|CCL4","55687","17944|18124|18133|18136|18145|17989|18100","2.03E-7","","GO:0070098","0.4896196279044043","0"
"1103","20","GO Biological Process","","Cellular response to endogenous stimulus","1.28E-5","KLB|WNT5A|PDE3B|PPARG|ACE|PCSK9|PPARGC1B|SLC2A4|NR3C2|CX3CR1|TLR9|NR5A2|SGK1|PRKCZ|GATA3|TRPM2|TNF|TRIB3|CCL5|ACACA","55687","17890|17812|18049|18040|17896|18007|17776|17941|18079|18145|18148|17830|17917|17983|17899|17773|18010|18097|17989|17920","2.04E-7","","GO:0071495","0.4892790030352131","0"
"1108","20","GO Biological Process","","Regulation of protein phosphorylation","1.37E-5","MIF|OSM|RIPK3|HGF|CCR7|WNT5A|PPARG|NRG1|ACE|CD86|CX3CR1|TLR9|CD3E|PRKCZ|XDH|LILRB4|TNF|TRIB3|AGAP2|CCL5","55687","17803|17935|18121|18130|17944|17812|18040|17938|17896|18019|18145|18148|18151|17983|17800|18001|18010|18097|18082|17989","2.19E-7","","GO:0001932","0.48632794328435935","0"
"369","12","GO Biological Process","","Cytokine-mediated signaling pathway","1.38E-5","OSM|CCR7|CCR2|CCR5|CCR6|CX3CR1|STAT4|AIM2|LILRB4|TNF|CCL5|CCL4","55687","17935|17944|18124|18133|18136|18145|17953|17962|18001|18010|17989|18100","2.23E-7","","GO:0019221","0.48601209135987633","0"
"126","8","GO Biological Process","","Positive regulation of stress-activated MAPK cascade","1.39E-5","CCR7|WNT5A|F2RL1|TLR9|CARD9|XDH|TNF|TRPV4","55687","17944|17812|17965|18148|18139|17800|18010|17875","2.25E-7","","GO:0032874","0.4856985199745905","0"
"1011","19","GO Biological Process","","Regulation of hydrolase activity","1.56E-5","RIPK3|HGF|CCR7|WNT5A|PPARG|F2RL1|NOS3|PPARGC1B|CD86|NLRP3|AIM2|CARD9|PRKCZ|XDH|SENP1|TNF|AGAP2|CCL5|CCL4","55687","18121|18130|17944|17812|18040|17965|18013|17776|18019|17857|17962|18139|17983|17800|18091|18010|18082|17989|18100","2.55E-7","","GO:0051336","0.4806875401645538","0"
"620","15","GO Biological Process","","Regulation of secretion","1.57E-5","MIF|OSM|PPARG|NRG1|ACE|CCR2|F2RL1|ADORA2B|GATA2|SGK1|ADA|TRPM2|TNF|GIPR|CCL5","55687","17803|17935|18040|17938|17896|18124|17965|17791|17842|17917|17926|17773|18010|17818|17989","2.57E-7","","GO:0051046","0.4804100347590766","0"
"1710","25","GO Biological Process","","Positive regulation of transcription, DNA-templated","1.62E-5","TBX21|OSM|RIPK3|HGF|RORA|NLRC5|WNT5A|PPARGC1A|PPARG|F2RL1|PPARGC1B|CD28|RORC|CD86|NLRP3|GATA2|STAT4|TLR9|NR5A2|GATA3|IRF4|SENP1|TNF|HMGA1|AGAP2","55687","17893|17935|18121|18130|17821|18085|17812|17956|18040|17965|17776|18067|17992|18019|17857|17842|17953|18148|17830|17899|18103|18091|18010|17914|18082","2.66E-7","","GO:0045893","0.47904849854573694","0"
"86","7","GO Biological Process","","Regulation of T cell mediated immunity","1.65E-5","TBX21|RIPK3|CCR2|NLRP3|PRKCZ|GATA3|LILRB4","55687","17893|18121|18124|17857|17983|17899|18001","2.74E-7","","GO:0002709","0.47825160557860935","0"
"130","8","GO Biological Process","","Lymphocyte activation involved in immune response","1.69E-5","TBX21|RORA|F2RL1|RORC|CCR6|ADA|GATA3|IRF4","55687","17893|17821|17965|17992|18136|17926|17899|18103","2.82E-7","","GO:0002285","0.4772113295386326","0"
"5378","50","TISSUES","","Viscus","1.72E-5","MIF|HGF|MPO|CYP27B1|NAPSA|KLB|RORA|NLRC5|WNT5A|PPARGC1A|SFRP5|PDE3B|NRG1|ACE|F2RL1|NOS3|CD248|SLC19A1|ANGPT2|SLC2A4|RORC|CD86|NLRP3|CCR6|NR3C2|DPP4|TLR9|NR5A2|AIM2|CYP2J2|ABCA1|PRKCZ|XDH|LY86|STEAP4|SHBG|IRF4|ADM2|CD8A|ACE2|SENP1|TNF|HMGA1|TRPV4|TRIB3|MME|DOCK2|LDLR|GIPR|ACACA","55687","17803|18130|17785|17872|18022|17890|17821|18085|17812|17956|17968|18049|17938|17896|17965|18013|18115|17827|17908|17941|17992|18019|17857|18136|18079|17866|18148|17830|17962|17986|17923|17983|17800|17905|17797|17788|18103|17881|17806|17887|18091|18010|17914|17875|18097|18109|17950|17878|17818|17920","7.09E-8","","BTO:0001491","0.47644715530924514","0"
"242","10","GO Biological Process","","Regulation of lymphocyte proliferation","1.78E-5","MIF|RIPK3|CCR2|CD28|CD86|TLR9|CD3E|ADA|LILRB4|CCL5","55687","17803|18121|18124|18067|18019|18148|18151|17926|18001|17989","3.0E-7","","GO:0050670","0.47495799976911063","0"
"102","8","COMPARTMENTS","","External side of plasma membrane","1.86E-5","ACE|CCR5|SLC2A4|CD28|CD3E|ADA|CD8A|LDLR","55687","17896|18133|17941|18067|18151|17926|17806|17878","4.84E-8","","GOCC:0009897","0.4730487055782084","0"
"312","11","GO Biological Process","","Immune response-regulating signaling pathway","2.02E-5","CD28|NLRP3|TLR9|CD3E|AIM2|ADA|GATA3|LILRB4|CD8A|TNF|TLR5","55687","18067|17857|18148|18151|17962|17926|17899|18001|17806|18010|17845","3.42E-7","","GO:0002764","0.46946486305533763","0"
"187","9","GO Biological Process","","Positive regulation of response to biotic stimulus","2.1E-5","MIF|NLRC5|WNT5A|F2RL1|TLR9|AIM2|CARD9|LY86|CCL5","55687","17803|18085|17812|17965|18148|17962|18139|17905|17989","3.58E-7","","GO:0002833","0.467778070526608","0"
"15148","90","TISSUES","","Animal","2.24E-5","TBX21|MIF|OSM|USP18|RIPK3|AMH|HGF|MPO|CYP27B1|CCR7|NAPSA|KLB|RORA|NLRC5|WNT5A|DNAJC27|PPARGC1A|ADAM28|SFRP5|PDE3B|PPARG|NRG1|ACE|S100B|NCR1|CCR2|CCR5|MERTK|F2RL1|FABP5|NOS3|PCSK9|ADORA2B|CD248|SLC19A1|PPARGC1B|ANGPT2|SLC2A4|CD28|RORC|CD86|NLRP3|CCR6|GATA2|NR3C2|CX3CR1|STAT4|DPP4|TLR9|CD3E|NR5A2|SGK1|AIM2|CYP2J2|CARD9|ADA|ABCA1|PRKCZ|GATA3|XDH|LY86|STEAP4|SHBG|IRF4|CCM2|LILRB4|NRG4|ADM2|TRPM2|TMEM26|CD8A|ACE2|SENP1|TNF|HMGA1|TRPV4|TRIB3|MME|DOCK2|AGAP2|LDLR|GIPR|SARM1|CCL5|DUSP14|CCL4|ABO|ACACA|TLR5|SOCS7","55687","17893|17803|17935|17971|18121|17869|18130|17785|17872|17944|18022|17890|17821|18085|17812|17998|17956|18016|17968|18049|18040|17938|17896|17977|17929|18124|18133|18070|17965|18025|18013|18007|17791|18115|17827|17776|17908|17941|18067|17992|18019|17857|18136|17842|18079|18145|17953|17866|18148|18151|17830|17917|17962|17986|18139|17926|17923|17983|17899|17800|17905|17797|17788|18103|18088|18001|18118|17881|17773|17809|17806|17887|18091|18010|17914|17875|18097|18109|17950|18082|17878|17818|18058|17989|17995|18100|18061|17920|17845|17848","1.01E-7","","BTO:0000042","0.46497519816658367","0"
"189","9","GO Biological Process","","Regulation of stress-activated MAPK cascade","2.27E-5","HGF|CCR7|WNT5A|F2RL1|TLR9|CARD9|XDH|TNF|TRPV4","55687","18130|17944|17812|17965|18148|18139|17800|18010|17875","3.9E-7","","GO:0032872","0.46439741428068776","0"
"3460","37","GO Biological Process","","Regulation of transcription, DNA-templated","2.41E-5","TBX21|OSM|RIPK3|AMH|HGF|RORA|NLRC5|WNT5A|PPARGC1A|SFRP5|PPARG|NRG1|F2RL1|PPARGC1B|CD28|RORC|CD86|NLRP3|GATA2|NR3C2|CX3CR1|STAT4|TLR9|NR5A2|SGK1|AIM2|CARD9|PRKCZ|GATA3|IRF4|LILRB4|SENP1|TNF|HMGA1|TRPV4|TRIB3|AGAP2","55687","17893|17935|18121|17869|18130|17821|18085|17812|17956|17968|18040|17938|17965|17776|18067|17992|18019|17857|17842|18079|18145|17953|18148|17830|17917|17962|18139|17983|17899|18103|18001|18091|18010|17914|17875|18097|18082","4.18E-7","","GO:0006355","0.4617982957425132","0"
"56","6","GO Biological Process","","Negative regulation of leukocyte apoptotic process","2.58E-5","MIF|CCR7|MERTK|RORC|ADA|CCL5","55687","17803|17944|18070|17992|17926|17989","4.55E-7","","GO:2000107","0.458838029403677","0"
"1427","23","UniProt Keywords","","Receptor","2.8E-5","CCR7|RORA|PPARG|NCR1|CCR2|CCR5|MERTK|F2RL1|ADORA2B|RORC|CD86|CCR6|NR3C2|CX3CR1|DPP4|TLR9|CD3E|NR5A2|LILRB4|ACE2|LDLR|GIPR|TLR5","55687","17944|17821|18040|17929|18124|18133|18070|17965|17791|17992|18019|18136|18079|18145|17866|18148|18151|17830|18001|17887|17878|17818|17845","1.67E-7","","KW-0675","0.45528419686577803","0"
"249","11","DISEASES","","Vascular disease","2.94E-5","MPO|NAPSA|ACE|S100B|NOS3|PCSK9|NR3C2|ABCA1|CCM2|ACE2|TNF","55687","17785|18022|17896|17977|18013|18007|18079|17923|18088|17887|18010","3.84E-8","","DOID:178","0.45316526695878423","0"
"259","10","GO Biological Process","","Regulation of peptidyl-tyrosine phosphorylation","3.08E-5","MIF|OSM|HGF|NRG1|ACE|CD3E|PRKCZ|LILRB4|TNF|CCL5","55687","17803|17935|18130|17938|17896|18151|17983|18001|18010|17989","5.46E-7","","GO:0050730","0.4511449283499555","0"
"5899","51","GO Biological Process","","Regulation of primary metabolic process","3.08E-5","TBX21|MIF|OSM|RIPK3|AMH|HGF|CYP27B1|CCR7|RORA|NLRC5|WNT5A|PPARGC1A|SFRP5|PDE3B|PPARG|NRG1|ACE|F2RL1|FABP5|NOS3|PCSK9|ADORA2B|PPARGC1B|CD28|RORC|CD86|NLRP3|GATA2|NR3C2|CX3CR1|STAT4|TLR9|CD3E|NR5A2|SGK1|AIM2|CARD9|PRKCZ|GATA3|XDH|IRF4|LILRB4|FITM2|SENP1|TNF|HMGA1|TRPV4|TRIB3|AGAP2|LDLR|CCL5","55687","17893|17803|17935|18121|17869|18130|17872|17944|17821|18085|17812|17956|17968|18049|18040|17938|17896|17965|18025|18013|18007|17791|17776|18067|17992|18019|17857|17842|18079|18145|17953|18148|18151|17830|17917|17962|18139|17983|17899|17800|18103|18001|18076|18091|18010|17914|17875|18097|18082|17878|17989","5.43E-7","","GO:0080090","0.4511449283499555","0"
"218","10","WikiPathways","","Network map of SARS-CoV-2 signaling pathway","3.08E-5","CCR5|NLRP3|CCR6|CD3E|TRPM2|CD8A|ACE2|TNF|CCL5|CCL4","55687","18133|17857|18136|18151|17773|17806|17887|18010|17989|18100","1.18E-7","","WP5115","0.4511449283499555","0"
"96","7","GO Biological Process","","Positive regulation of JNK cascade","3.1E-5","CCR7|WNT5A|F2RL1|TLR9|CARD9|TNF|TRPV4","55687","17944|17812|17965|18148|18139|18010|17875","5.52E-7","","GO:0046330","0.4508638306165727","0"
"1041","20","Reactome Pathways","","Innate Immune System","3.1E-5","MIF|USP18|RIPK3|MPO|NLRC5|S100B|CCR2|FABP5|NOS3|NLRP3|CCR6|TLR9|AIM2|CARD9|LY86|TRPM2|MME|DOCK2|SARM1|TLR5","55687","17803|17971|18121|17785|18085|17977|18124|18025|18013|17857|18136|18148|17962|18139|17905|17773|18109|17950|18058|17845","8.16E-8","","HSA-168249","0.4508638306165727","0"
"14060","87","COMPARTMENTS","","Cellular anatomical entity","3.15E-5","TBX21|MIF|OSM|USP18|RIPK3|AMH|HGF|MPO|CYP27B1|CCR7|NAPSA|KLB|RORA|NLRC5|WNT5A|PPARGC1A|ADAM28|PDE3B|PPARG|NRG1|ACE|S100B|NCR1|CCR2|CCR5|MERTK|F2RL1|FABP5|NOS3|PCSK9|ADORA2B|CD248|SLC19A1|PPARGC1B|ANGPT2|SLC2A4|CD28|RORC|CD86|NLRP3|CCR6|GATA2|NR3C2|CX3CR1|STAT4|DPP4|TLR9|CD3E|NR5A2|SGK1|AIM2|CYP2J2|CARD9|ADA|ABCA1|PRKCZ|GATA3|XDH|LY86|STEAP4|SHBG|IRF4|CCM2|LILRB4|ADM2|FITM2|TRPM2|CD8A|ACE2|SENP1|TNF|HMGA1|TRPV4|TRIB3|MME|DOCK2|AGAP2|LDLR|GIPR|SARM1|CCL5|CCL4|ABO|ACACA|DAPK2|TLR5|SOCS7","55687","17893|17803|17935|17971|18121|17869|18130|17785|17872|17944|18022|17890|17821|18085|17812|17956|18016|18049|18040|17938|17896|17977|17929|18124|18133|18070|17965|18025|18013|18007|17791|18115|17827|17776|17908|17941|18067|17992|18019|17857|18136|17842|18079|18145|17953|17866|18148|18151|17830|17917|17962|17986|18139|17926|17923|17983|17899|17800|17905|17797|17788|18103|18088|18001|17881|18076|17773|17806|17887|18091|18010|17914|17875|18097|18109|17950|18082|17878|17818|18058|17989|18100|18061|17920|17836|17845|17848","9.6E-8","","GOCC:0110165","0.4501689446210399","0"
"330","11","GO Biological Process","","Regulation of small molecule metabolic process","3.28E-5","CYP27B1|RORA|PPARGC1A|PPARG|FABP5|NOS3|ADORA2B|RORC|TNF|TRIB3|LDLR","55687","17872|17821|17956|18040|18025|18013|17791|17992|18010|18097|17878","5.85E-7","","GO:0062012","0.44841261562883206","0"
"11","4","GO Biological Process","","Regulation of cell-cell adhesion mediated by integrin","3.34E-5","DPP4|CD3E|ADA|CCL5","55687","17866|18151|17926|17989","5.99E-7","","GO:0033632","0.44762535331884357","0"
"11","4","GO Biological Process","","Negative thymic T cell selection","3.34E-5","CCR7|CD28|CD3E|DOCK2","55687","17944|18067|18151|17950","5.99E-7","","GO:0045060","0.44762535331884357","0"
"262","10","GO Biological Process","","Vascular process in circulatory system","3.35E-5","ACE|F2RL1|FABP5|NOS3|ADORA2B|SLC19A1|SLC2A4|ACE2|TNF|TRPV4","55687","17896|17965|18025|18013|17791|17827|17941|17887|18010|17875","6.04E-7","","GO:0003018","0.4474955192963154","0"
"98","7","GO Biological Process","","Positive regulation of interleukin-6 production","3.48E-5","WNT5A|F2RL1|ADORA2B|TLR9|CARD9|TNF|TRPV4","55687","17812|17965|17791|18148|18139|18010|17875","6.3E-7","","GO:0032755","0.44584207560534195","0"
"201","9","GO Biological Process","","Positive regulation of cytosolic calcium ion concentration","3.52E-5","CCR7|CCR2|CCR5|F2RL1|CCR6|GATA2|CX3CR1|TRPV4|GIPR","55687","17944|18124|18133|17965|18136|17842|18145|17875|17818","6.39E-7","","GO:0007204","0.44534573365218694","0"
"2056","27","GO Biological Process","","Positive regulation of nucleobase-containing compound metabolic process","3.52E-5","TBX21|OSM|RIPK3|HGF|RORA|NLRC5|WNT5A|PPARGC1A|PPARG|F2RL1|NOS3|ADORA2B|PPARGC1B|CD28|RORC|CD86|NLRP3|GATA2|STAT4|TLR9|NR5A2|GATA3|IRF4|SENP1|TNF|HMGA1|AGAP2","55687","17893|17935|18121|18130|17821|18085|17812|17956|18040|17965|18013|17791|17776|18067|17992|18019|17857|17842|17953|18148|17830|17899|18103|18091|18010|17914|18082","6.41E-7","","GO:0045935","0.44534573365218694","0"
"200","10","DISEASES","","Autoimmune disease of musculoskeletal system","3.6E-5","MIF|CYP27B1|NOS3|CD28|CCR6|STAT4|CARD9|GATA3|TNF|TLR5","55687","17803|17872|18013|18067|18136|17953|18139|17899|18010|17845","5.48E-8","","DOID:0060032","0.4443697499232712","0"
"493","13","GO Biological Process","","Circulatory system process","3.74E-5","PPARG|ACE|F2RL1|FABP5|NOS3|ADORA2B|SLC19A1|SLC2A4|SGK1|ADM2|ACE2|TNF|TRPV4","55687","18040|17896|17965|18025|18013|17791|17827|17941|17917|17881|17887|18010|17875","6.87E-7","","GO:0003013","0.442712839779952","0"
"147","8","GO Biological Process","","Positive regulation of lymphocyte proliferation","3.74E-5","MIF|CCR2|CD28|CD86|TLR9|CD3E|ADA|CCL5","55687","17803|18124|18067|18019|18148|18151|17926|17989","6.84E-7","","GO:0050671","0.442712839779952","0"
"494","13","GO Biological Process","","Positive regulation of kinase activity","3.81E-5","MIF|RIPK3|CCR7|WNT5A|NRG1|ACE|MERTK|CD86|TLR9|PRKCZ|TNF|AGAP2|CCL5","55687","17803|18121|17944|17812|17938|17896|18070|18019|18148|17983|18010|18082|17989","7.03E-7","","GO:0033674","0.4419075024324381","0"
