"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"5734","55","GO Biological Process","","Regulation of nitrogen compound metabolic process","1.43E-5","CEACAM1|TBX21|MIF|OSM|RIPK3|AMH|HGF|GCK|CCR7|RORA|NLRC5|WNT5A|PPARGC1A|SFRP5|PPARG|NRG1|ACE|F2RL1|NOS3|ADORA2B|PPARGC1B|MET|CD28|RORC|CD86|NLRP3|GATA2|NR3C2|CX3CR1|STAT4|TLR9|CD3E|NR5A2|SGK1|CARD9|PRKCZ|IRF4|SIRT3|LILRB4|POMC|NPPC|SENP1|TNF|AGTR1|HMGA1|TRPV4|TRIB3|NR4A1|AGAP2|LDLR|CCL5|ANGPTL8|TLR5|SOCS1|ENPP1","40149","18037|17893|17803|17935|18121|17869|18130|18112|17944|17821|18085|17812|17956|17968|18040|17938|17896|17965|18013|17791|17776|17860|18067|17992|18019|17857|17842|18079|18145|17953|18148|18151|17830|17917|18139|17983|18103|17959|18001|17851|18031|18091|18010|17911|17914|17875|18097|17884|18082|17878|17989|17902|17845|17932|18004","2.32E-7","","GO:0051171","0.48446639625349386","0"
"75","7","GO Biological Process","","Positive regulation of mononuclear cell migration","1.43E-5","CCR7|WNT5A|CCR2|CX3CR1|TNF|CCL5|CCL4","40149","17944|17812|18124|18145|18010|17989|18100","2.31E-7","","GO:0071677","0.48446639625349386","0"
"388","14","GO Cellular Component","","External side of plasma membrane","1.47E-5","CCR7|ACE|CCR2|CCR5|CD248|CD28|CD86|CX3CR1|CD3E|ADA|ABCA1|CD8A|TNF|LDLR","40149","17944|17896|18124|18133|18115|18067|18019|18145|18151|17926|17923|17806|18010|17878","2.15E-8","","GO:0009897","0.48326826652518234","0"
"2229","31","GO Biological Process","","Anatomical structure morphogenesis","1.5E-5","CEACAM1|AMH|HGF|RORA|WNT5A|SFRP5|PDE3B|NRG1|ACE|S100B|MERTK|NOS3|CD248|PPARGC1B|ANGPT2|MET|GATA2|ARG1|NR5A2|SGK1|RBP4|ADA|PRKCZ|ADM2|CYP19A1|NPPC|TNF|TRPV4|DOCK2|NR4A1|LDLR","40149","18037|17869|18130|17821|17812|17968|18049|17938|17896|17977|18070|18013|18115|17776|17908|17860|17842|18034|17830|17917|17980|17926|17983|17881|18064|18031|18010|17875|17950|17884|17878","2.46E-7","","GO:0009653","0.4823908740944319","0"
"403","13","GO Biological Process","","Blood circulation","1.51E-5","CEACAM1|PPARG|ACE|F2RL1|NOS3|ADORA2B|SGK1|ADM2|POMC|ACE2|TNF|AGTR1|TRPV4","40149","18037|18040|17896|17965|18013|17791|17917|17881|17851|17887|18010|17911|17875","2.49E-7","","GO:0008015","0.48210230527068304","0"
"12838","92","GO Molecular Function","","Binding","1.6E-5","CEACAM1|TBX21|MIF|OSM|RIPK3|AMH|HGF|GCK|MPO|CCR7|IL1RN|RORA|NLRC5|WNT5A|DNAJC27|PPARGC1A|ADAM28|SFRP5|PDE3B|PPARG|NRG1|ACE|S100B|CCR2|CCR5|MERTK|F2RL1|NOS3|CD248|SLC19A1|PPARGC1B|ANGPT2|MET|CD28|RORC|CD86|NLRP3|GATA2|ARG1|NR3C2|CX3CR1|STAT4|DPP4|TLR9|CD3E|NR5A2|SGK1|RBP4|CARD9|ADA|LCN2|ABCA1|PRKCZ|STEAP4|SHBG|IRF4|SIRT3|LILRB4|NRG4|ADM2|CYP19A1|FITM2|TRPM2|POMC|CD8A|NPPC|ACE2|TNF|AGTR1|HMGA1|TRPV4|TRIB3|MME|DOCK2|CYP2E1|NR4A1|AGAP2|LDLR|GIPR|SARM1|CCL5|DUSP14|KCP|ANGPTL8|CCL4|ABO|ACACA|DAPK2|TLR5|SOCS1|ENPP1|SOCS7","40149","18037|17893|17803|17935|18121|17869|18130|18112|17785|17944|17794|17821|18085|17812|17998|17956|18016|17968|18049|18040|17938|17896|17977|18124|18133|18070|17965|18013|18115|17827|17776|17908|17860|18067|17992|18019|17857|17842|18034|18079|18145|17953|17866|18148|18151|17830|17917|17980|18139|17926|17779|17923|17983|17797|17788|18103|17959|18001|18118|17881|18064|18076|17773|17851|17806|18031|17887|18010|17911|17914|17875|18097|18109|17950|17782|17884|18082|17878|17818|18058|17989|17995|18043|17902|18100|18061|17920|17836|17845|17932|18004|17848","1.95E-8","","GO:0005488","0.4795880017344075","0"
"135","9","TISSUES","","Phagocyte","1.68E-5","CEACAM1|MPO|CCR2|LCN2|ABCA1|LY86|LILRB4|CD8A|TNF","40149","18037|17785|18124|17779|17923|17905|18001|17806|18010","6.21E-8","","BTO:0001044","0.47746907182741377","0"
"1011","20","GO Biological Process","","Regulation of hydrolase activity","1.79E-5","RIPK3|HGF|CCR7|WNT5A|PPARG|F2RL1|NOS3|PPARGC1B|MET|CD86|NLRP3|CARD9|PRKCZ|SENP1|TNF|AGTR1|NR4A1|AGAP2|CCL5|CCL4","40149","18121|18130|17944|17812|18040|17965|18013|17776|17860|18019|17857|18139|17983|18091|18010|17911|17884|18082|17989|18100","2.99E-7","","GO:0051336","0.4747146969020107","0"
"122","9","DISEASES","","Diabetes mellitus","1.79E-5","GCK|PPARGC1A|PPARG|ACE|CCR5|DPP4|TNF|ANGPTL8|ENPP1","40149","18112|17956|18040|17896|18133|17866|18010|17902|18004","2.73E-8","","DOID:9351","0.4747146969020107","0"
"218","10","GO Biological Process","","Negative regulation of cell activation","1.86E-5","CEACAM1|TBX21|CCR2|MERTK|NOS3|CD86|ARG1|LILRB4|LDLR|SOCS1","40149","18037|17893|18124|18070|18013|18019|18034|18001|17878|17932","3.11E-7","","GO:0050866","0.4730487055782084","0"
"537","15","UniProt Keywords","","Immunity","1.89E-5","MIF|NLRC5|F2RL1|CD86|NLRP3|ARG1|TLR9|CD3E|CARD9|LCN2|LY86|LILRB4|CD8A|SARM1|TLR5","40149","17803|18085|17965|18019|17857|18034|18148|18151|18139|17779|17905|18001|17806|18058|17845","1.68E-7","","KW-0391","0.47235381958267564","0"
"79","7","GO Biological Process","","Positive regulation of phosphatidylinositol 3-kinase signaling","1.91E-5","OSM|HGF|F2RL1|CD28|TNF|AGAP2|CCL5","40149","17935|18130|17965|18067|18010|18082|17989","3.22E-7","","GO:0014068","0.4718966632752273","0"
"2125","31","TISSUES","","Liver","1.99E-5","CEACAM1|MIF|AQP9|HGF|GCK|MPO|PPARGC1A|PDE3B|ACE|NOS3|MET|ARG1|DPP4|NR5A2|RBP4|LCN2|ABCA1|PRKCZ|STEAP4|SHBG|SIRT3|ACE2|TNF|AGTR1|HMGA1|TRIB3|MME|CYP2E1|LDLR|ACACA|ENPP1","40149","18037|17803|18055|18130|18112|17785|17956|18049|17896|18013|17860|18034|17866|17830|17980|17779|17923|17983|17797|17788|17959|17887|18010|17911|17914|18097|18109|17782|17878|17920|18004","8.47E-8","","BTO:0000759","0.47011469235902936","0"
"13099","92","TISSUES","","Whole body","1.99E-5","CEACAM1|TBX21|MIF|OSM|USP18|RIPK3|AQP9|AMH|HGF|GCK|MPO|CCR7|NAPSA|IL1RN|RORA|NLRC5|WNT5A|DNAJC27|PPARGC1A|ADAM28|SFRP5|PDE3B|PPARG|NRG1|ACE|S100B|CCR2|CCR5|MERTK|F2RL1|NOS3|CD248|SLC19A1|PPARGC1B|ANGPT2|MET|CD28|RORC|CD86|NLRP3|GATA2|ARG1|NR3C2|CX3CR1|STAT4|DPP4|TLR9|CD3E|NR5A2|SGK1|RBP4|CARD9|ADA|LCN2|ABCA1|PRKCZ|LY86|STEAP4|SHBG|IRF4|SIRT3|LILRB4|NRG4|ADM2|CYP19A1|TRPM2|POMC|CD8A|NPPC|DHRS9|ACE2|SENP1|TNF|AGTR1|HMGA1|TRPV4|TRIB3|MME|DOCK2|CYP2E1|NR4A1|AGAP2|LDLR|GIPR|SARM1|CCL5|CCL4|ABO|ACACA|TLR5|ENPP1|SOCS7","40149","18037|17893|17803|17935|17971|18121|18055|17869|18130|18112|17785|17944|18022|17794|17821|18085|17812|17998|17956|18016|17968|18049|18040|17938|17896|17977|18124|18133|18070|17965|18013|18115|17827|17776|17908|17860|18067|17992|18019|17857|17842|18034|18079|18145|17953|17866|18148|18151|17830|17917|17980|18139|17926|17779|17923|17983|17905|17797|17788|18103|17959|18001|18118|17881|18064|17773|17851|17806|18031|18142|17887|18091|18010|17911|17914|17875|18097|18109|17950|17782|17884|18082|17878|17818|18058|17989|18100|18061|17920|17845|18004|17848","8.19E-8","","BTO:0001489","0.47011469235902936","0"
"277","12","DISEASES","","Respiratory system disease","2.0E-5","TBX21|MPO|NAPSA|NRG1|ACE|MET|DPP4|ADA|POMC|CD8A|ACE2|TNF","40149","17893|17785|18022|17938|17896|17860|17866|17926|17851|17806|17887|18010","3.49E-8","","DOID:1579","0.4698970004336019","0"
"14060","96","COMPARTMENTS","","Cellular anatomical entity","2.02E-5","CEACAM1|TBX21|MIF|OSM|USP18|RIPK3|AQP9|AMH|HGF|GCK|MPO|CCR7|GGT1|NAPSA|IL1RN|RORA|NLRC5|WNT5A|PPARGC1A|ADAM28|PDE3B|PPARG|NRG1|ACE|S100B|CCR2|CCR5|MERTK|F2RL1|NOS3|ADORA2B|CD248|SLC19A1|PPARGC1B|ANGPT2|MET|CD28|RORC|CD86|NLRP3|GATA2|ARG1|NR3C2|CX3CR1|STAT4|DPP4|TLR9|CD3E|NR5A2|SGK1|RBP4|CARD9|ADA|LCN2|ABCA1|PRKCZ|LY86|STEAP4|SHBG|IRF4|SIRT3|LILRB4|ADM2|CYP19A1|FITM2|TRPM2|POMC|CD8A|NPPC|DHRS9|ACE2|SENP1|TNF|AGTR1|HMGA1|TRPV4|TRIB3|MME|DOCK2|CYP2E1|NR4A1|AGAP2|GPR84|LDLR|GIPR|SARM1|CCL5|ANGPTL8|CCL4|ABO|ACACA|DAPK2|TLR5|SOCS1|ENPP1|SOCS7","40149","18037|17893|17803|17935|17971|18121|18055|17869|18130|18112|17785|17944|18106|18022|17794|17821|18085|17812|17956|18016|18049|18040|17938|17896|17977|18124|18133|18070|17965|18013|17791|18115|17827|17776|17908|17860|18067|17992|18019|17857|17842|18034|18079|18145|17953|17866|18148|18151|17830|17917|17980|18139|17926|17779|17923|17983|17905|17797|17788|18103|17959|18001|17881|18064|18076|17773|17851|17806|18031|18142|17887|18091|18010|17911|17914|17875|18097|18109|17950|17782|17884|18082|18046|17878|17818|18058|17989|17902|18100|18061|17920|17836|17845|17932|18004|17848","3.51E-8","","GOCC:0110165","0.46946486305533763","0"
"3277","39","UniProt Keywords","","Signal","2.15E-5","CEACAM1|OSM|AMH|HGF|MPO|CCR7|NAPSA|IL1RN|WNT5A|ADAM28|SFRP5|ACE|MERTK|F2RL1|CD248|ANGPT2|MET|CD28|CD86|TLR9|CD3E|RBP4|LCN2|LY86|SHBG|LILRB4|ADM2|POMC|CD8A|NPPC|DHRS9|ACE2|LDLR|GIPR|CCL5|KCP|ANGPTL8|CCL4|TLR5","40149","18037|17935|17869|18130|17785|17944|18022|17794|17812|18016|17968|17896|18070|17965|18115|17908|17860|18067|18019|18148|18151|17980|17779|17905|17788|18001|17881|17851|17806|18031|18142|17887|17878|17818|17989|18043|17902|18100|17845","2.24E-7","","KW-0732","0.4667561540084395","0"
"493","14","GO Biological Process","","Circulatory system process","2.19E-5","CEACAM1|PPARG|ACE|F2RL1|NOS3|ADORA2B|SLC19A1|SGK1|ADM2|POMC|ACE2|TNF|AGTR1|TRPV4","40149","18037|18040|17896|17965|18013|17791|17827|17917|17881|17851|17887|18010|17911|17875","3.72E-7","","GO:0003013","0.4659555885159882","0"
"81","7","GO Biological Process","","Positive regulation of cytokine production involved in immune response","2.2E-5","TBX21|MIF|WNT5A|F2RL1|NLRP3|CARD9|PRKCZ","40149","17893|17803|17812|17965|17857|18139|17983","3.77E-7","","GO:0002720","0.46575773191777936","0"
"226","11","DISEASES","","Lower respiratory tract disease","2.21E-5","TBX21|MPO|NAPSA|NRG1|ACE|MET|ADA|POMC|CD8A|ACE2|TNF","40149","17893|17785|18022|17938|17896|17860|17926|17851|17806|17887|18010","4.34E-8","","DOID:0050161","0.4655607726314889","0"
"130","9","DISEASES","","Artery disease","2.21E-5","ACE|S100B|NOS3|NR3C2|ABCA1|ACE2|TNF|AGTR1|ENPP1","40149","17896|17977|18013|18079|17923|17887|18010|17911|18004","4.58E-8","","DOID:0050828","0.4655607726314889","0"
"494","14","GO Biological Process","","Positive regulation of kinase activity","2.22E-5","MIF|RIPK3|CCR7|WNT5A|NRG1|ACE|MERTK|MET|CD86|TLR9|PRKCZ|TNF|AGAP2|CCL5","40149","17803|18121|17944|17812|17938|17896|18070|17860|18019|18148|17983|18010|18082|17989","3.81E-7","","GO:0033674","0.4653647025549361","0"
"169","9","GO Biological Process","","Regulation of tumor necrosis factor superfamily cytokine production","2.22E-5","MIF|WNT5A|CCR2|CD86|CX3CR1|TLR9|CARD9|LILRB4|POMC","40149","17803|17812|18124|18019|18145|18148|18139|18001|17851","3.8E-7","","GO:1903555","0.4653647025549361","0"
"574","15","GO Biological Process","","Cellular response to organonitrogen compound","2.23E-5","CEACAM1|AQP9|GCK|PDE3B|PPARG|ARG1|TLR9|PRKCZ|TRPM2|TNF|AGTR1|TRIB3|NR4A1|SOCS1|ENPP1","40149","18037|18055|18112|18049|18040|18034|18148|17983|17773|18010|17911|18097|17884|17932|18004","3.85E-7","","GO:0071417","0.46516951369518394","0"
"747","17","GO Biological Process","","Positive regulation of protein phosphorylation","2.31E-5","MIF|OSM|RIPK3|HGF|CCR7|WNT5A|PPARG|NRG1|ACE|CD86|CX3CR1|TLR9|CD3E|PRKCZ|TNF|AGAP2|CCL5","40149","17803|17935|18121|18130|17944|17812|18040|17938|17896|18019|18145|18148|18151|17983|18010|18082|17989","4.0E-7","","GO:0001934","0.4636388020107856","0"
"754","17","GO Biological Process","","Innate immune response","2.6E-5","MIF|NLRC5|WNT5A|PPARG|F2RL1|NLRP3|ARG1|CX3CR1|TLR9|CARD9|LCN2|LY86|TNF|SARM1|CCL5|CCL4|TLR5","40149","17803|18085|17812|18040|17965|17857|18034|18145|18148|18139|17779|17905|18010|18058|17989|18100|17845","4.55E-7","","GO:0045087","0.45850266520291816","0"
"3247","40","GO Cellular Component","","Extracellular space","2.8E-5","CEACAM1|MIF|OSM|AMH|HGF|MPO|GGT1|NAPSA|IL1RN|WNT5A|SFRP5|NRG1|ACE|S100B|MERTK|CD248|ANGPT2|CD86|ARG1|DPP4|RBP4|LCN2|PRKCZ|LY86|STEAP4|SHBG|LILRB4|NRG4|POMC|NPPC|ACE2|TNF|MME|DOCK2|AGAP2|LDLR|CCL5|KCP|CCL4|ENPP1","40149","18037|17803|17935|17869|18130|17785|18106|18022|17794|17812|17968|17938|17896|17977|18070|18115|17908|18019|18034|17866|17980|17779|17983|17905|17797|17788|18001|18118|17851|18031|17887|18010|18109|17950|18082|17878|17989|18043|18100|18004","5.48E-8","","GO:0005615","0.45528419686577803","0"
"51","6","GO Biological Process","","Positive regulation of alpha-beta T cell differentiation","2.85E-5","CD86|NLRP3|ADA|PRKCZ|LILRB4|SOCS1","40149","18019|17857|17926|17983|18001|17932","5.0E-7","","GO:0046638","0.45451551399914897","0"
"359","12","GO Biological Process","","Adaptive immune response","2.93E-5","TBX21|RORA|RORC|CD86|ARG1|CX3CR1|CD3E|CARD9|ADA|IRF4|LILRB4|CD8A","40149","17893|17821|17992|18019|18034|18145|18151|18139|17926|18103|18001|17806","5.18E-7","","GO:0002250","0.4533132379645891","0"
"2056","29","GO Biological Process","","Positive regulation of nucleobase-containing compound metabolic process","2.93E-5","TBX21|OSM|RIPK3|HGF|RORA|NLRC5|WNT5A|PPARGC1A|PPARG|F2RL1|NOS3|ADORA2B|PPARGC1B|MET|CD28|RORC|CD86|NLRP3|GATA2|STAT4|TLR9|NR5A2|IRF4|POMC|SENP1|TNF|HMGA1|NR4A1|AGAP2","40149","17893|17935|18121|18130|17821|18085|17812|17956|18040|17965|18013|17791|17776|17860|18067|17992|18019|17857|17842|17953|18148|17830|18103|17851|18091|18010|17914|17884|18082","5.15E-7","","GO:0045935","0.4533132379645891","0"
"17","5","WikiPathways","","ACE inhibitor pathway","3.31E-5","ACE|NOS3|NR3C2|ACE2|AGTR1","40149","17896|18013|18079|17887|17911","8.47E-8","","WP554","0.4480172006224281","0"
"2982","36","GO Biological Process","","Negative regulation of metabolic process","3.33E-5","CEACAM1|TBX21|MIF|HGF|GCK|CCR7|WNT5A|PDE3B|PPARG|NRG1|ACE|MERTK|F2RL1|PPARGC1B|MET|CD28|RORC|NLRP3|GATA2|ARG1|CX3CR1|TLR9|CD3E|PRKCZ|LILRB4|POMC|NPPC|TNF|HMGA1|TRPV4|TRIB3|NR4A1|AGAP2|LDLR|SOCS1|ENPP1","40149","18037|17893|17803|18130|18112|17944|17812|18049|18040|17938|17896|18070|17965|17776|17860|18067|17992|17857|17842|18034|18145|18148|18151|17983|18001|17851|18031|18010|17914|17875|18097|17884|18082|17878|17932|18004","5.93E-7","","GO:0009892","0.447755576649368","0"
"436","13","GO Biological Process","","Reproductive structure development","3.33E-5","AMH|WNT5A|PPARG|ACE|MERTK|NOS3|GATA2|TLR9|RBP4|ADA|CYP19A1|MME|TLR5","40149","17869|17812|18040|17896|18070|18013|17842|18148|17980|17926|18064|18109|17845","5.91E-7","","GO:0048608","0.447755576649368","0"
"10","4","GO Biological Process","","Regulation of chronic inflammatory response","3.71E-5","ADORA2B|CYP19A1|TNF|CCL5","40149","17791|18064|18010|17989","6.64E-7","","GO:0002676","0.44306260903849537","0"
"238","10","GO Biological Process","","Regulation of innate immune response","3.75E-5","CEACAM1|USP18|NLRC5|WNT5A|PPARG|ARG1|TLR9|CARD9|CCL5|SOCS1","40149","18037|17971|18085|17812|18040|18034|18148|18139|17989|17932","6.74E-7","","GO:0045088","0.4425968732272281","0"
"54","6","GO Biological Process","","Regulation of CD4-positive, alpha-beta T cell differentiation","3.78E-5","TBX21|CD86|NLRP3|PRKCZ|IRF4|SOCS1","40149","17893|18019|17857|17983|18103|17932","6.82E-7","","GO:0043370","0.44225082001627747","0"
"369","12","GO Biological Process","","Cytokine-mediated signaling pathway","3.79E-5","CEACAM1|OSM|CCR7|CCR2|CCR5|CX3CR1|STAT4|LILRB4|TNF|CCL5|CCL4|SOCS1","40149","18037|17935|17944|18124|18133|18145|17953|18001|18010|17989|18100|17932","6.86E-7","","GO:0019221","0.4421360790031928","0"
"302","11","GO Biological Process","","Cellular response to peptide","3.89E-5","CEACAM1|GCK|PDE3B|PPARG|ARG1|PRKCZ|TNF|AGTR1|TRIB3|NR4A1|ENPP1","40149","18037|18112|18049|18040|18034|17983|18010|17911|18097|17884|18004","7.08E-7","","GO:1901653","0.4410050398674293","0"
"240","10","GO Biological Process","","Cellular response to peptide hormone stimulus","3.96E-5","CEACAM1|GCK|PDE3B|PPARG|ARG1|PRKCZ|AGTR1|TRIB3|NR4A1|ENPP1","40149","18037|18112|18049|18040|18034|17983|17911|18097|17884|18004","7.25E-7","","GO:0071375","0.4402304814074488","0"
"876","18","GO Biological Process","","Positive regulation of cell differentiation","4.09E-5","CEACAM1|HGF|PPARG|NRG1|ACE|PPARGC1B|CD86|NLRP3|GATA2|CX3CR1|ADA|PRKCZ|LILRB4|NPPC|TNF|AGTR1|MME|SOCS1","40149","18037|18130|18040|17938|17896|17776|18019|17857|17842|18145|17926|17983|18001|18031|18010|17911|18109|17932","7.51E-7","","GO:0045597","0.4388276691992658","0"
"56","6","GO Biological Process","","Negative regulation of leukocyte apoptotic process","4.5E-5","MIF|CCR7|MERTK|RORC|ADA|CCL5","40149","17803|17944|18070|17992|17926|17989","8.3E-7","","GO:2000107","0.4346787486224656","0"
"529","14","GO Biological Process","","Positive regulation of cell migration","4.56E-5","HGF|CCR7|WNT5A|CCR2|F2RL1|NOS3|MET|GATA2|CX3CR1|TNF|TRPV4|CCL5|CCL4|DAPK2","40149","18130|17944|17812|18124|17965|18013|17860|17842|18145|18010|17875|17989|18100|17836","8.44E-7","","GO:0030335","0.4341035157335565","0"
"249","11","DISEASES","","Vascular disease","4.65E-5","MPO|NAPSA|ACE|S100B|NOS3|NR3C2|ABCA1|ACE2|TNF|AGTR1|ENPP1","40149","17785|18022|17896|17977|18013|18079|17923|17887|18010|17911|18004","1.11E-7","","DOID:178","0.43325470471100463","0"
"11","4","GO Biological Process","","Regulation of cell-cell adhesion mediated by integrin","4.86E-5","DPP4|CD3E|ADA|CCL5","40149","17866|18151|17926|17989","9.02E-7","","GO:0033632","0.43133637307377065","0"
"11","4","GO Biological Process","","Negative thymic T cell selection","4.86E-5","CCR7|CD28|CD3E|DOCK2","40149","17944|18067|18151|17950","9.02E-7","","GO:0045060","0.43133637307377065","0"
"3460","39","GO Biological Process","","Regulation of transcription, DNA-templated","4.96E-5","TBX21|OSM|RIPK3|AMH|HGF|RORA|NLRC5|WNT5A|PPARGC1A|SFRP5|PPARG|NRG1|F2RL1|PPARGC1B|MET|CD28|RORC|CD86|NLRP3|GATA2|NR3C2|CX3CR1|STAT4|TLR9|NR5A2|SGK1|CARD9|PRKCZ|IRF4|LILRB4|POMC|SENP1|TNF|HMGA1|TRPV4|TRIB3|NR4A1|AGAP2|ENPP1","40149","17893|17935|18121|17869|18130|17821|18085|17812|17956|17968|18040|17938|17965|17776|17860|18067|17992|18019|17857|17842|18079|18145|17953|18148|17830|17917|18139|17983|18103|18001|17851|18091|18010|17914|17875|18097|17884|18082|18004","9.26E-7","","GO:0006355","0.4304518323509803","0"
"138","8","GO Biological Process","","Positive regulation of leukocyte mediated immunity","5.04E-5","TBX21|F2RL1|CD28|NLRP3|ARG1|PRKCZ|POMC|TNF","40149","17893|17965|18067|17857|18034|17983|17851|18010","9.49E-7","","GO:0002705","0.4297569463554475","0"
"190","9","GO Biological Process","","Leukocyte activation involved in immune response","5.14E-5","TBX21|RORA|F2RL1|ADORA2B|RORC|CX3CR1|ADA|IRF4|DOCK2","40149","17893|17821|17965|17791|17992|18145|17926|18103|17950","9.69E-7","","GO:0002366","0.42890368810047247","0"
"43","6","WikiPathways","","Inflammatory bowel disease signaling","5.19E-5","TBX21|RORA|RORC|STAT4|TNF|TLR5","40149","17893|17821|17992|17953|18010|17845","1.99E-7","","WP5198","0.42848326421515426","0"
"95","7","GO Biological Process","","Regulation of interleukin-1 beta production","5.44E-5","CCR7|WNT5A|F2RL1|NLRP3|CX3CR1|LILRB4|TNF","40149","17944|17812|17965|17857|18145|18001|18010","1.03E-6","","GO:0032651","0.42644011003018206","0"
"1645","25","GO Biological Process","","Small molecule metabolic process","5.46E-5","MIF|GCK|MPO|GGT1|RORA|PPARGC1A|PPARG|NOS3|SLC19A1|ARG1|NR5A2|RBP4|ADA|ABCA1|CYP19A1|FITM2|NPPC|DHRS9|TNF|MME|CYP2E1|LDLR|SARM1|ACACA|ENPP1","40149","17803|18112|17785|18106|17821|17956|18040|18013|17827|18034|17830|17980|17926|17923|18064|18076|18031|18142|18010|18109|17782|17878|18058|17920|18004","1.04E-6","","GO:0044281","0.4262807357295263","0"
"712","16","GO Biological Process","","Cell population proliferation","5.62E-5","CEACAM1|HGF|RORA|WNT5A|NRG1|ACE|F2RL1|CD248|CD28|GATA2|CD3E|ADA|NPPC|TNF|DOCK2|AGAP2","40149","18037|18130|17821|17812|17938|17896|17965|18115|18067|17842|18151|17926|18031|18010|17950|18082","1.08E-6","","GO:0008283","0.4250263684430939","0"
"713","16","GO Biological Process","","Negative regulation of cell population proliferation","5.69E-5","CEACAM1|OSM|WNT5A|PPARGC1A|SFRP5|PPARG|NOS3|CD86|GATA2|ARG1|RBP4|LILRB4|NPPC|ACE2|TNF|HMGA1","40149","18037|17935|17812|17956|17968|18040|18013|18019|17842|18034|17980|18001|18031|17887|18010|17914","1.1E-6","","GO:0008285","0.4244887733604929","0"
"96","7","GO Biological Process","","Positive regulation of JNK cascade","5.71E-5","CCR7|WNT5A|F2RL1|TLR9|CARD9|TNF|TRPV4","40149","17944|17812|17965|18148|18139|18010|17875","1.1E-6","","GO:0046330","0.42433638917541516","0"
"4074","43","GO Biological Process","","Regulation of nucleobase-containing compound metabolic process","5.74E-5","TBX21|OSM|RIPK3|AMH|HGF|GCK|RORA|NLRC5|WNT5A|PPARGC1A|SFRP5|PPARG|NRG1|F2RL1|NOS3|ADORA2B|PPARGC1B|MET|CD28|RORC|CD86|NLRP3|GATA2|NR3C2|CX3CR1|STAT4|TLR9|NR5A2|SGK1|CARD9|PRKCZ|IRF4|LILRB4|POMC|NPPC|SENP1|TNF|HMGA1|TRPV4|TRIB3|NR4A1|AGAP2|ENPP1","40149","17893|17935|18121|17869|18130|18112|17821|18085|17812|17956|17968|18040|17938|17965|18013|17791|17776|17860|18067|17992|18019|17857|17842|18079|18145|17953|18148|17830|17917|18139|17983|18103|18001|17851|18031|18091|18010|17914|17875|18097|17884|18082|18004","1.11E-6","","GO:0019219","0.4241088107602026","0"
"41","6","DISEASES","","Hypertension","5.91E-5","ACE|NOS3|NR3C2|ACE2|TNF|AGTR1","40149","17896|18013|18079|17887|18010|17911","1.54E-7","","DOID:10763","0.4228412519118745","0"
"196","9","GO Biological Process","","Negative regulation of leukocyte activation","6.34E-5","CEACAM1|TBX21|CCR2|MERTK|CD86|ARG1|LILRB4|LDLR|SOCS1","40149","18037|17893|18124|18070|18019|18034|18001|17878|17932","1.24E-6","","GO:0002695","0.41979107421182676","0"
"98","7","GO Biological Process","","Positive regulation of interleukin-6 production","6.4E-5","WNT5A|F2RL1|ADORA2B|TLR9|CARD9|TNF|TRPV4","40149","17812|17965|17791|18148|18139|18010|17875","1.26E-6","","GO:0032755","0.41938200260161124","0"
"3507","39","GO Biological Process","","Cell differentiation","6.65E-5","TBX21|RIPK3|AMH|HGF|CCR7|RORA|WNT5A|PPARGC1A|SFRP5|PPARG|NRG1|ACE|S100B|MERTK|F2RL1|ANGPT2|MET|CD28|RORC|GATA2|CD3E|NR5A2|SGK1|ADA|PRKCZ|STEAP4|IRF4|TRPM2|CD8A|NPPC|DHRS9|TNF|DOCK2|NR4A1|SARM1|KCP|ANGPTL8|SOCS1|ENPP1","40149","17893|18121|17869|18130|17944|17821|17812|17956|17968|18040|17938|17896|17977|18070|17965|17908|17860|18067|17992|17842|18151|17830|17917|17926|17983|17797|18103|17773|17806|18031|18142|18010|17950|17884|18058|18043|17902|17932|18004","1.31E-6","","GO:0030154","0.41771783546968955","0"
"7988","66","GO Biological Process","","Metabolic process","6.66E-5","CEACAM1|TBX21|MIF|USP18|RIPK3|AMH|GCK|MPO|GGT1|NAPSA|IL1RN|RORA|WNT5A|PPARGC1A|ADAM28|PPARG|NRG1|ACE|MERTK|NOS3|SLC19A1|PPARGC1B|ANGPT2|MET|CD28|RORC|GATA2|ARG1|DPP4|TLR9|CD3E|NR5A2|SGK1|RBP4|ADA|ABCA1|PRKCZ|STEAP4|IRF4|SIRT3|ADM2|CYP19A1|FITM2|POMC|NPPC|DHRS9|ACE2|SENP1|TNF|HMGA1|TRPV4|TRIB3|MME|CYP2E1|NR4A1|LDLR|GIPR|SARM1|DUSP14|ANGPTL8|ABO|ACACA|DAPK2|SOCS1|ENPP1|SOCS7","40149","18037|17893|17803|17971|18121|17869|18112|17785|18106|18022|17794|17821|17812|17956|18016|18040|17938|17896|18070|18013|17827|17776|17908|17860|18067|17992|17842|18034|17866|18148|18151|17830|17917|17980|17926|17923|17983|17797|18103|17959|17881|18064|18076|17851|18031|18142|17887|18091|18010|17914|17875|18097|18109|17782|17884|17878|17818|18058|17995|17902|18061|17920|17836|17932|18004|17848","1.32E-6","","GO:0008152","0.4176525770829699","0"
